address,city,price(USD),age,bds,ba,sqft,state,url
11 Merrill Ave,SALEM,369900,59,3.0,2.0,2472,NH,https://www.zillow.com/homedetails/11-Merrill-Ave-Salem-NH-03079/86844464_zpid/
157 Joe Jones Rd,Gilmanton,264900,12,3.0,2.0,2572,NH,https://www.zillow.com/homedetails/157-Joe-Jones-Rd-Gilmanton-NH-03237/92815531_zpid/
394 Arah St,Manchester,319900,45,4.0,2.0,2010,NH,https://www.zillow.com/homedetails/394-Arah-St-Manchester-NH-03104/74294723_zpid/
10 Frick Dr,ALPINE,17999999,1,8.0,14.0,22000,NJ,https://www.zillow.com/homedetails/10-Frick-Dr-Alpine-NJ-07620/124236838_zpid/
821 Jersey Ave APT 8A,Elizabeth,199000,1,3.0,2.0,1300,NJ,https://www.zillow.com/homedetails/821-Jersey-Ave-APT-8A-Elizabeth-NJ-07202/2146131282_zpid/
117 Garfield Ave,TOMS RIVER,249900,54,3.0,2.0,1240,NJ,https://www.zillow.com/homedetails/117-Garfield-Ave-Toms-River-NJ-08753/39595510_zpid/
27 Ward Ave,RUMSON,11750000,1,8.0,12.0,16000,NJ,https://www.zillow.com/homedetails/27-Ward-Ave-Rumson-NJ-07760/82748567_zpid/
942 Columbus Dr,Brick,174000,24,3.0,2.0,1409,NJ,https://www.zillow.com/homedetails/942-Columbus-Dr-Brick-NJ-08724/39569957_zpid/
89 Llewellyn Dr,SPARTA,250000,30,3.0,2.0,1608,NJ,https://www.zillow.com/homedetails/89-Llewellyn-Dr-Sparta-NJ-07871/39949408_zpid/
55 Columbus Ave,HASBROUCK HEIGHTS,299900,69,4.0,2.0,1491,NJ,https://www.zillow.com/homedetails/55-Columbus-Ave-Hasbrouck-Heights-NJ-07604/37931794_zpid/
20 S Columbia St,Woodbury,69900,89,5.0,2.0,1640,NJ,https://www.zillow.com/homedetails/20-S-Columbia-St-Woodbury-NJ-08096/38827058_zpid/
142 Lenape Trl,MANASQUAN,459000,45,3.0,3.0,2588,NJ,https://www.zillow.com/homedetails/142-Lenape-Trl-Manasquan-NJ-08736/39301751_zpid/
2023 Florence Ave,Hazlet,165000,106,4.0,3.0,2275,NJ,https://www.zillow.com/homedetails/2023-Florence-Ave-Hazlet-NJ-07730/39250346_zpid/
28 Edgewood Rd,Glen Ridge,499000,110,4.0,3.0,1800,NJ,https://www.zillow.com/homedetails/28-Edgewood-Rd-Glen-Ridge-NJ-07028/38655805_zpid/
7 Ruth Pl,Piscataway,213750,60,4.0,2.0,1776,NJ,https://www.zillow.com/homedetails/7-Ruth-Pl-Piscataway-NJ-08854/39143860_zpid/
112 Weber Ave,SAYREVILLE,100000,50,4.0,3.0,1850,NJ,https://www.zillow.com/homedetails/112-Weber-Ave-Sayreville-NJ-08872/39158990_zpid/
12-18 Randolph Pl,NEWARK,135000,92,6.0,4.0,3769,NJ,https://www.zillow.com/homedetails/12-18-Randolph-Pl-Newark-NJ-07108/38706755_zpid/
133 Nassau Ave,PAULSBORO,89440,18,3.0,2.0,2040,NJ,https://www.zillow.com/homedetails/133-Nassau-Ave-Paulsboro-NJ-08066/52398675_zpid/
200 Stabled Way,MAHWAH,29500000,15,10.0,12.0,9528,NJ,https://www.zillow.com/homedetails/200-Stabled-Way-Mahwah-NJ-07430/67878857_zpid/
105 Montclair Ave,Montclair,765000,96,5.0,4.0,2386,NJ,https://www.zillow.com/homedetails/105-Montclair-Ave-Montclair-NJ-07042/38688574_zpid/
520 Bird St,Vineland,15600,69,3.0,2.0,1209,NJ,https://www.zillow.com/homedetails/520-Bird-St-Vineland-NJ-08360/38421310_zpid/
9 Park Ter,MONTCLAIR,569000,93,4.0,3.0,2300,NJ,https://www.zillow.com/homedetails/9-Park-Ter-Montclair-NJ-07043/38684848_zpid/
46 School St,PISCATAWAY,219900,81,4.0,2.0,1348,NJ,https://www.zillow.com/homedetails/46-School-St-Piscataway-NJ-08854/39148258_zpid/
398 Rushfoil Dr,Williamstown,299900,12,4.0,3.0,2826,NJ,https://www.zillow.com/homedetails/398-Rushfoil-Dr-Williamstown-NJ-08094/2085536018_zpid/
326 N Van Dien Ave,Ridgewood,538000,89,3.0,2.0,1932,NJ,https://www.zillow.com/homedetails/326-N-Van-Dien-Ave-Ridgewood-NJ-07450/38012141_zpid/
309 Manor Ave,Cranford,415000,95,3.0,2.0,1752,NJ,https://www.zillow.com/homedetails/309-Manor-Ave-Cranford-NJ-07016/39981838_zpid/
301 Dearborne Ave,BLACKWOOD,275000,61,4.0,4.0,2475,NJ,https://www.zillow.com/homedetails/301-Dearborne-Ave-Blackwood-NJ-08012/38257701_zpid/
99 Bellevue Ave,Montclair,679000,104,4.0,4.0,2259,NJ,https://www.zillow.com/homedetails/99-Bellevue-Ave-Montclair-NJ-07043/38686901_zpid/
84 Hillside Ave,SPRINGFIELD,535900,33,4.0,4.0,2300,NJ,https://www.zillow.com/homedetails/84-Hillside-Ave-Springfield-NJ-07081/40061858_zpid/
51 Harvard St,MONTCLAIR,399000,97,3.0,2.0,1256,NJ,https://www.zillow.com/homedetails/51-Harvard-St-Montclair-NJ-07042/38688990_zpid/
30 Aubrey Rd,MONTCLAIR,699000,100,4.0,3.0,2195,NJ,https://www.zillow.com/homedetails/30-Aubrey-Rd-Montclair-NJ-07043/38686446_zpid/
28 Erie Pl,Nutley,389000,146,3.0,2.0,1499,NJ,https://www.zillow.com/homedetails/28-Erie-Pl-Nutley-NJ-07110/38721906_zpid/
228 Cranberry Rd,Farmingdale,299999,84,4.0,2.0,1824,NJ,https://www.zillow.com/homedetails/228-Cranberry-Rd-Farmingdale-NJ-07727/39276033_zpid/
906 Beach Blvd,Forked River,189900,32,3.0,3.0,2280,NJ,https://www.zillow.com/homedetails/906-Beach-Blvd-Forked-River-NJ-08731/39621700_zpid/
219 Tilford Rd,Somerdale,52500,59,4.0,2.0,1570,NJ,https://www.zillow.com/homedetails/219-Tilford-Rd-Somerdale-NJ-08083/38254025_zpid/
309 Lewis St,Somerset,359900,46,5.0,3.0,2150,NJ,https://www.zillow.com/homedetails/309-Lewis-St-Somerset-NJ-08873/39874386_zpid/
1 Northbrae Dr,BOONTON,435000,49,4.0,3.0,2258,NJ,https://www.zillow.com/homedetails/1-Northbrae-Dr-Boonton-NJ-07005/39497441_zpid/
158 Dezenzo Ln,West Orange,379000,33,3.0,3.0,1724,NJ,https://www.zillow.com/homedetails/158-Dezenzo-Ln-West-Orange-NJ-07052/38746528_zpid/
10 Mockingbird Dr,COLTS NECK,3999000,11,6.0,9.0,11000,NJ,https://www.zillow.com/homedetails/10-Mockingbird-Dr-Colts-Neck-NJ-07722/92343958_zpid/
81 Jefferson Ave,Maplewood,775000,109,4.0,3.0,2753,NJ,https://www.zillow.com/homedetails/81-Jefferson-Ave-Maplewood-NJ-07040/52633303_zpid/
65 Claremont Ave,Bloomfield,399000,83,3.0,2.0,1800,NJ,https://www.zillow.com/homedetails/65-Claremont-Ave-Bloomfield-NJ-07003/38636022_zpid/
1004 W 6th St # 06,Plainfield,339900,0,4.0,2.0,2050,NJ,https://www.zillow.com/homedetails/1004-W-6th-St-06-Plainfield-NJ-07063/2089724094_zpid/
449 Farley Ave,Scotch Plains,440000,4,4.0,3.0,2485,NJ,https://www.zillow.com/homedetails/449-Farley-Ave-Scotch-Plains-NJ-07076/40051593_zpid/
48 Clover Hill Ln,COLTS NECK,649000,184,4.0,3.0,2500,NJ,https://www.zillow.com/homedetails/48-Clover-Hill-Ln-Colts-Neck-NJ-07722/39229059_zpid/
2414 E Edgar Rd,LINDEN,224900,107,3.0,2.0,619,NJ,https://www.zillow.com/homedetails/2414-E-Edgar-Rd-Linden-NJ-07036/40019912_zpid/
92 Liberty St,Bloomfield,350224,92,5.0,2.0,1659,NJ,https://www.zillow.com/homedetails/92-Liberty-St-Bloomfield-NJ-07003/38630289_zpid/
412 Highland Ave,Montclair,759000,99,5.0,4.0,3458,NJ,https://www.zillow.com/homedetails/412-Highland-Ave-Montclair-NJ-07043/38680981_zpid/
37 Knollwood Ave,Madison,549900,66,3.0,3.0,1873,NJ,https://www.zillow.com/homedetails/37-Knollwood-Ave-Madison-NJ-07940/39437989_zpid/
126 Northfield Rd,PARSIPPANY,448700,54,4.0,2.0,2064,NJ,https://www.zillow.com/homedetails/126-Northfield-Rd-Parsippany-NJ-07054/39473202_zpid/
27 Chestnut Dr,COLTS NECK,769000,33,5.0,5.0,4941,NJ,https://www.zillow.com/homedetails/27-Chestnut-Dr-Colts-Neck-NJ-07722/39229574_zpid/
412 Jouet St,Roselle,145000,78,4.0,2.0,1383,NJ,https://www.zillow.com/homedetails/412-Jouet-St-Roselle-NJ-07203/40044077_zpid/
113 Apple St,Tinton Falls,359000,59,4.0,2.0,1885,NJ,https://www.zillow.com/homedetails/113-Apple-St-Tinton-Falls-NJ-07724/39374300_zpid/
5 Eldridge Ave,Middletown,479999,62,4.0,2.0,1678,NJ,https://www.zillow.com/homedetails/5-Eldridge-Ave-Middletown-NJ-07748/39323418_zpid/
3 Evergreen Ln,Burlington,88400,37,3.0,2.0,1284,NJ,https://www.zillow.com/homedetails/3-Evergreen-Ln-Burlington-NJ-08016/38108022_zpid/
50 Capri Dr,Brick,269900,59,3.0,2.0,1620,NJ,https://www.zillow.com/homedetails/50-Capri-Dr-Brick-NJ-08723/39546287_zpid/
4101 Los Tomases Dr NW,Albuquerque,200000,79,4.0,3.0,2304,NM,https://www.zillow.com/homedetails/4101-Los-Tomases-Dr-NW-Albuquerque-NM-87107/6722576_zpid/
157 Sandy Ln,Corrales,250000,47,3.0,2.0,2586,NM,https://www.zillow.com/homedetails/157-Sandy-Ln-Corrales-NM-87048/2126060054_zpid/
335 Villeros St,SANTA FE,375000,59,3.0,2.0,1548,NM,https://www.zillow.com/homedetails/335-Villeros-St-Santa-Fe-NM-87501/6834140_zpid/
300 San Jose Pass,Edgewood,135000,N/A,3.0,2.0,2087,NM,https://www.zillow.com/homedetails/300-San-Jose-Pass-Edgewood-NM-87015/246187504_zpid/
4162 Raindance Ln,Santa Fe,295000,15,3.0,2.0,1268,NM,https://www.zillow.com/homedetails/4162-Raindance-Ln-Santa-Fe-NM-87507/63752640_zpid/
7 Lowlands Lane (rt 5 # 287-M),Santa Fe,199900,24,3.0,3.0,2415,NM,https://www.zillow.com/homedetails/7-Lowlands-Lane-(rt-5-287-M)-Santa-Fe-NM-87506/2088707872_zpid/
7609 Richmond Hill Rd NW,ALBUQUERQUE,288000,26,4.0,3.0,2360,NM,https://www.zillow.com/homedetails/7609-Richmond-Hill-Rd-NW-Albuquerque-NM-87120/6693436_zpid/
117 Tesuque Rdg,SANTA FE,13650000,13,6.0,5.0,13779,NM,https://www.zillow.com/homedetails/117-Tesuque-Rdg-Santa-Fe-NM-87501/80885381_zpid/
32 Colonias Pointe,Taos,326000,19,2.0,2.0,1536,NM,https://www.zillow.com/homedetails/32-Colonias-Pointe-Taos-NM-87571/2088070105_zpid/
334 Otero St # 11-1,Santa Fe,170000,32,2.0,2.25,1226,NM,https://www.zillow.com/homedetails/334-Otero-St-11-1-Santa-Fe-NM-87501/2095551764_zpid/
322B County Road 84,Santa Fe,139900,59,3.0,1.0,2016,NM,https://www.zillow.com/homedetails/322B-County-Road-84-Santa-Fe-NM-87506/2094873437_zpid/
8305 Tierra Linda Pl NE,ALBUQUERQUE,375000,26,4.0,3.0,2521,NM,https://www.zillow.com/homedetails/8305-Tierra-Linda-Pl-NE-Albuquerque-NM-87122/6769952_zpid/
627 Cyan Ct NW,ALBUQUERQUE,178000,15,3.0,2.0,1428,NM,https://www.zillow.com/homedetails/627-Cyan-Ct-NW-Albuquerque-NM-87120/67902787_zpid/
5501 Painted Sunrise Dr,Las Vegas,453200,31,4.0,3.0,3135,NV,https://www.zillow.com/homedetails/5501-Painted-Sunrise-Dr-Las-Vegas-NV-89149/6900259_zpid/
1005 James Lovell St,Las Vegas,275000,43,4.0,2.0,2193,NV,https://www.zillow.com/homedetails/1005-James-Lovell-St-Las-Vegas-NV-89145/6975617_zpid/
8625 Copper Ridge Ave,Las Vegas,330000,23,4.0,3.0,2139,NV,https://www.zillow.com/homedetails/8625-Copper-Ridge-Ave-Las-Vegas-NV-89129/6925815_zpid/
3700 Beacon Point St,Las Vegas,280000,21,3.0,3.0,1524,NV,https://www.zillow.com/homedetails/3700-Beacon-Point-St-Las-Vegas-NV-89129/6925892_zpid/
2529 Charteroak St,Las Vegas,216000,34,3.0,2.0,1221,NV,https://www.zillow.com/homedetails/2529-Charteroak-St-Las-Vegas-NV-89108/6935748_zpid/
1674 Spotted Wolf Ave,Las Vegas,292000,14,3.0,3.0,1866,NV,https://www.zillow.com/homedetails/1674-Spotted-Wolf-Ave-Las-Vegas-NV-89123/66863243_zpid/
7937 Farralon Ridge Ct,Las Vegas,373000,14,3.0,3.0,2325,NV,https://www.zillow.com/homedetails/7937-Farralon-Ridge-Ct-Las-Vegas-NV-89149/66844815_zpid/
4654 Ashington St,Las Vegas,310000,22,3.0,3.0,2048,NV,https://www.zillow.com/homedetails/4654-Ashington-St-Las-Vegas-NV-89147/7132668_zpid/
6636 Joe Michael Way,Las Vegas,240900,31,3.0,3.0,1297,NV,https://www.zillow.com/homedetails/6636-Joe-Michael-Way-Las-Vegas-NV-89108/6931343_zpid/
8233 Spanish Meadows Ave,Las Vegas,359000,18,3.0,3.0,2684,NV,https://www.zillow.com/homedetails/8233-Spanish-Meadows-Ave-Las-Vegas-NV-89131/55105583_zpid/
2535 Cortina Ave,Henderson,344500,29,4.0,3.0,1991,NV,https://www.zillow.com/homedetails/2535-Cortina-Ave-Henderson-NV-89074/7197987_zpid/
4209 Hawks Glide Ave,North Las Vegas,490000,13,5.0,4.0,4263,NV,https://www.zillow.com/homedetails/4209-Hawks-Glide-Ave-North-Las-Vegas-NV-89084/70055883_zpid/
3557 Moraga Dr,Las Vegas,284900,46,4.0,2.0,1704,NV,https://www.zillow.com/homedetails/3557-Moraga-Dr-Las-Vegas-NV-89103/7122148_zpid/
6541 Churnet Valley Ave,Las Vegas,272000,15,4.0,3.0,1655,NV,https://www.zillow.com/homedetails/6541-Churnet-Valley-Ave-Las-Vegas-NV-89139/61747891_zpid/
1222 Sonatina Dr,Henderson,368000,17,3.0,2.0,1638,NV,https://www.zillow.com/homedetails/1222-Sonatina-Dr-Henderson-NV-89052/55111902_zpid/
10307 Artful Stone Ave,Las Vegas,479900,7,3.0,3.0,2562,NV,https://www.zillow.com/homedetails/10307-Artful-Stone-Ave-Las-Vegas-NV-89149/118197713_zpid/
11138 Romola St,Las Vegas,379000,17,4.0,3.0,2793,NV,https://www.zillow.com/homedetails/11138-Romola-St-Las-Vegas-NV-89141/53377994_zpid/
1676 Ravanusa Dr,Henderson,485000,19,5.0,4.0,2855,NV,https://www.zillow.com/homedetails/1676-Ravanusa-Dr-Henderson-NV-89052/52215119_zpid/
2324 Aragon Canyon St,Las Vegas,569750,14,3.0,3.0,3158,NV,https://www.zillow.com/homedetails/2324-Aragon-Canyon-St-Las-Vegas-NV-89135/66848832_zpid/
12 E 69th St,NEW YORK,88000000,109,6.0,11.0,20000,NY,https://www.zillow.com/homedetails/12-E-69th-St-New-York-NY-10021/31533674_zpid/
520 W 28th St,New York,58500000,3,7.0,9.0,11121,NY,https://www.zillow.com/homedetails/520-W-28th-St-New-York-NY-10001/2086472572_zpid/
Jule Pond Dr,Water Mill,175000000,14,12.0,12.0,20000,NY,https://www.zillow.com/homedetails/Jule-Pond-Dr-Water-Mill-NY-11976/2092865524_zpid/
635 W 42nd St # 45,New York,85000000,12,10.0,10.5,15000,NY,https://www.zillow.com/homedetails/635-W-42nd-St-45-New-York-NY-10036/2102322179_zpid/
134 Charles St,New York,80000000,109,6.0,8.5,18000,NY,https://www.zillow.com/homedetails/134-Charles-St-New-York-NY-10014/2105104498_zpid/
12 E 63rd St,New York,67000000,109,7.0,11.0,13000,NY,https://www.zillow.com/homedetails/12-E-63rd-St-New-York-NY-10065/2099424678_zpid/
Spring Knls,Great Neck,35000000,17,6.0,17.0,26000,NY,https://www.zillow.com/homedetails/Spring-Knls-Great-Neck-NY-11024/2087197092_zpid/
45 E 22nd St # PHAB,New York,77700000,3,6.0,11.0,13060,NY,https://www.zillow.com/homedetails/45-E-22nd-St-PHAB-New-York-NY-10010/2087101986_zpid/
351 S 1st Ave,MOUNT VERNON,249900,92,6.0,3.0,2600,NY,https://www.zillow.com/homedetails/351-S-1st-Ave-Mount-Vernon-NY-10550/32954511_zpid/
21544 47th Ave APT 1C,Bayside,299000,69,2.0,1.0,118000,NY,https://www.zillow.com/homedetails/21544-47th-Ave-APT-1C-Bayside-NY-11361/245379132_zpid/
2748 Lincoln Blvd,MERRICK,579999,14,4.0,3.0,3014,NY,https://www.zillow.com/homedetails/2748-Lincoln-Blvd-Merrick-NY-11566/72407881_zpid/
222 N Broadway # ALB,Yonkers,125000,34,2.0,2.0,1200,NY,https://www.zillow.com/homedetails/222-N-Broadway-ALB-Yonkers-NY-10701/2093834357_zpid/
118 E 76th St,New York,39000000,7,8.0,18.0,13000,NY,https://www.zillow.com/homedetails/118-E-76th-St-New-York-NY-10021/2090867491_zpid/
111 W 57th St # 74,New York,57000000,3,4.0,10.0,7130,NY,https://www.zillow.com/homedetails/111-W-57th-St-74-New-York-NY-10019/2087018114_zpid/
45 E 22nd St,New York,77700000,3,6.0,7.0,13060,NY,https://www.zillow.com/homedetails/45-E-22nd-St-New-York-NY-10010/2117423535_zpid/
63 Cumberland Pl,VALLEY STREAM,350000,63,5.0,3.0,2431,NY,https://www.zillow.com/homedetails/63-Cumberland-Pl-Valley-Stream-NY-11580/31234914_zpid/
6 Carriage Trl,Tarrytown,12995000,1,9.0,12.5,23084,NY,https://www.zillow.com/homedetails/6-Carriage-Trl-Tarrytown-NY-10591/2100956276_zpid/
287 Empire Blvd,BROOKLYN,350000,68,5.0,2.0,2240,NY,https://www.zillow.com/homedetails/287-Empire-Blvd-Brooklyn-NY-11225/30594731_zpid/
9021 207th St,Jamaica,260000,94,3.0,1.0,1380,NY,https://www.zillow.com/homedetails/9021-207th-St-Jamaica-NY-11428/32147266_zpid/
140 Smith Rd,POUGHKEEPSIE,130000,59,3.0,2.0,2896,NY,https://www.zillow.com/homedetails/140-Smith-Rd-Poughkeepsie-NY-12603/30114196_zpid/
9 Olde Towne Ln,Southampton,39500000,4,10.0,15.0,15500,NY,https://www.zillow.com/homedetails/9-Olde-Towne-Ln-Southampton-NY-11968/2100486148_zpid/
421 Broome St,New York,59500000,139,4.0,7.0,8000,NY,https://www.zillow.com/homedetails/421-Broome-St-New-York-NY-10013/2089060341_zpid/
284 E 43rd St,Brooklyn,679000,99,4.0,4.0,2016,NY,https://www.zillow.com/homedetails/284-E-43rd-St-Brooklyn-NY-11203/30660215_zpid/
12 Greene St APT 5,New York,9950000,99,3.0,4.0,4500,NY,https://www.zillow.com/homedetails/12-Greene-St-APT-5-New-York-NY-10013/72510865_zpid/
40 Riverside Dr,NEW YORK,15995000,122,7.0,10.0,10720,NY,https://www.zillow.com/homedetails/40-Riverside-Dr-New-York-NY-10023/31523621_zpid/
207 W 144th St APT 2C,New York,299000,98,3.0,2.0,1100,NY,https://www.zillow.com/homedetails/207-W-144th-St-APT-2C-New-York-NY-10030/2085727492_zpid/
162 E 64th St,New York,50000000,1,6.0,8.0,10400,NY,https://www.zillow.com/homedetails/162-E-64th-St-New-York-NY-10065/143148526_zpid/
602 158th St,Queens,7988001,10,7.0,8.0,10000,NY,https://www.zillow.com/homedetails/602-158th-St-Queens-NY-11357/94721364_zpid/
181 Boughton Hill Rd,HONEOYE FALLS,119900,54,3.0,2.0,1628,NY,https://www.zillow.com/homedetails/181-Boughton-Hill-Rd-Honeoye-Falls-NY-14472/30989060_zpid/
18 Major Rd,MASSAPEQUA,359000,44,4.0,2.0,1332,NY,https://www.zillow.com/homedetails/18-Major-Rd-Massapequa-NY-11758/31429765_zpid/
9021 197th St,Jamaica,200000,94,5.0,2.0,2012,NY,https://www.zillow.com/homedetails/9021-197th-St-Jamaica-NY-11423/32144725_zpid/
3826 Footer Road #BRISTOL,Bristol,149900,125,3.0,2.0,1648,NY,https://www.zillow.com/homedetails/3826-Footer-Road-BRISTOL-Bristol-NY-14469/2088422926_zpid/
1080 Meadow Ln,SOUTHAMPTON,150000000,25,12.0,21.0,20000,NY,https://www.zillow.com/homedetails/1080-Meadow-Ln-Southampton-NY-11968/32717991_zpid/
53 W 53rd St # PH76,New York,63815000,1,4.0,5.0,7973,NY,https://www.zillow.com/homedetails/53-W-53rd-St-PH76-New-York-NY-10019/2087724598_zpid/
248 Central Park W,New York,21900000,118,7.0,9.0,9775,NY,https://www.zillow.com/homedetails/248-Central-Park-W-New-York-NY-10024/31523749_zpid/
86 Norfeld Blvd,ELMONT,175000,71,4.0,2.0,1541,NY,https://www.zillow.com/homedetails/86-Norfeld-Blvd-Elmont-NY-11003/31181836_zpid/
111 Murray St # PH2,New York,40000000,1,5.0,8.5,7488,NY,https://www.zillow.com/homedetails/111-Murray-St-PH2-New-York-NY-10007/2089608938_zpid/
278 Valley Green Dr,PENFIELD,209900,47,4.0,3.0,2020,NY,https://www.zillow.com/homedetails/278-Valley-Green-Dr-Penfield-NY-14526/31004864_zpid/
2139 Clinton Ave,BRONX,265000,34,3.0,2.0,1320,NY,https://www.zillow.com/homedetails/2139-Clinton-Ave-Bronx-NY-10457/29785222_zpid/
814 Tilden St UNIT 4K,Bronx,170000,57,2.0,1.0,1000,NY,https://www.zillow.com/homedetails/814-Tilden-St-UNIT-4K-Bronx-NY-10467/2085750126_zpid/
4640 Boynton Rd,WALWORTH,209900,24,3.0,2.0,1616,NY,https://www.zillow.com/homedetails/4640-Boynton-Rd-Walworth-NY-14568/32916629_zpid/
212 5th Ave # PH,MANHATTAN,62800000,107,5.0,7.0,10079,NY,https://www.zillow.com/homedetails/212-5th-Ave-PH-Manhattan-NY-10010/30582913_zpid/
55 Ehrbar Ave # 4D,Mount Vernon,190000,70,3.0,2.0,1500,NY,https://www.zillow.com/homedetails/55-Ehrbar-Ave-4D-Mount-Vernon-NY-10552/2088853072_zpid/
100 Lordan Dr,Cheektowaga,70000,50,4.0,2.0,1920,NY,https://www.zillow.com/homedetails/100-Lordan-Dr-Cheektowaga-NY-14227/30304228_zpid/
332 W 11th St,New York,49950000,114,6.0,6.5,30000,NY,https://www.zillow.com/homedetails/332-W-11th-St-New-York-NY-10014/2086547435_zpid/
1400 Meadow Ln,SOUTHAMPTON,53900000,1,9.0,13.0,10927,NY,https://www.zillow.com/homedetails/1400-Meadow-Ln-Southampton-NY-11968/32717978_zpid/
17702 120th Ave,Jamaica,399999,14,6.0,3.0,2020,NY,https://www.zillow.com/homedetails/17702-120th-Ave-Jamaica-NY-11434/68316370_zpid/
80 Clarington St,ROCHESTER,89900,66,3.0,2.0,1587,NY,https://www.zillow.com/homedetails/80-Clarington-St-Rochester-NY-14609/30986296_zpid/
9132 89th St,Jamaica,375000,94,3.0,3.0,1184,NY,https://www.zillow.com/homedetails/9132-89th-St-Jamaica-NY-11421/32110448_zpid/
24 William St,Valley Stream,489000,80,4.0,3.0,1201,NY,https://www.zillow.com/homedetails/24-William-St-Valley-Stream-NY-11580/31235674_zpid/
1459 E 56th St,BROOKLYN,479999,99,4.0,2.0,1248,NY,https://www.zillow.com/homedetails/1459-E-56th-St-Brooklyn-NY-11234/30764769_zpid/
280 Washington Ave,BROOKLYN,13500000,114,7.0,8.0,10000,NY,https://www.zillow.com/homedetails/280-Washington-Ave-Brooklyn-NY-11205/30612247_zpid/
15 Curley Dr,ORCHARD PARK,365000,31,4.0,3.0,2626,NY,https://www.zillow.com/homedetails/15-Curley-Dr-Orchard-Park-NY-14127/30373520_zpid/
88 Old House Ln,Sands Point,28800000,5,8.0,13.0,15000,NY,https://www.zillow.com/homedetails/88-Old-House-Ln-Sands-Point-NY-11050/2095943810_zpid/
87 Duncan Ave,CORNWALL ON HUDSON,259000,147,2.0,2.0,1100,NY,https://www.zillow.com/homedetails/87-Duncan-Ave-Cornwall-On-Hudson-NY-12520/31808380_zpid/
2925 W 5th St APT 21B,Brooklyn,210000,55,2.0,1.0,1100,NY,https://www.zillow.com/homedetails/2925-W-5th-St-APT-21B-Brooklyn-NY-11224/245043999_zpid/
136 Middlebury Rd,ORCHARD PARK,299900,35,4.0,4.0,2481,NY,https://www.zillow.com/homedetails/136-Middlebury-Rd-Orchard-Park-NY-14127/30375247_zpid/
1340 Teall Ave,SYRACUSE,72000,99,3.0,2.0,2240,NY,https://www.zillow.com/homedetails/1340-Teall-Ave-Syracuse-NY-13206/31662021_zpid/
34 Pryer Ter,New Rochelle,450000,113,5.0,8.0,2820,NY,https://www.zillow.com/homedetails/34-Pryer-Ter-New-Rochelle-NY-10804/32959381_zpid/
3427 Bedford Ave,BROOKLYN,7250000,14,11.0,9.0,10250,NY,https://www.zillow.com/homedetails/3427-Bedford-Ave-Brooklyn-NY-11210/30754826_zpid/
191 Glencove Rd,BUFFALO,110000,67,3.0,1.0,1247,NY,https://www.zillow.com/homedetails/191-Glencove-Rd-Buffalo-NY-14223/30394030_zpid/
40 Milford Rd,ROCHESTER,285000,73,3.0,2.0,2401,NY,https://www.zillow.com/homedetails/40-Milford-Rd-Rochester-NY-14625/30898798_zpid/
420 E 51st St APT 5C,New York,600000,57,2.0,2.0,1200,NY,https://www.zillow.com/homedetails/420-E-51st-St-APT-5C-New-York-NY-10022/244868772_zpid/
79 Milton Ave,STATEN ISLAND,250000,59,3.0,1.0,960,NY,https://www.zillow.com/homedetails/79-Milton-Ave-Staten-Island-NY-10306/32334766_zpid/
4 Milano Ct,CROTON ON HUDSON,399900,61,3.0,3.0,1870,NY,https://www.zillow.com/homedetails/4-Milano-Ct-Croton-On-Hudson-NY-10520/58417495_zpid/
105 S Grove St St,Aurora,285000,119,3.0,2.0,1432,NY,https://www.zillow.com/homedetails/105-S-Grove-St-St-Aurora-NY-14052/2085501401_zpid/
57 Wing Ln,WANTAGH,475000,68,4.0,2.0,1798,NY,https://www.zillow.com/homedetails/57-Wing-Ln-Wantagh-NY-11793/31341904_zpid/
357 W 17th St,New York,27500000,99,5.0,12.0,11000,NY,https://www.zillow.com/homedetails/357-W-17th-St-New-York-NY-10011/143095430_zpid/
1472 Wehrle Dr,Williamsville,134900,77,3.0,1.0,1501,NY,https://www.zillow.com/homedetails/1472-Wehrle-Dr-Williamsville-NY-14221/30267733_zpid/
6425 New Taylor Rd,Orchard Park,299000,84,4.0,2.0,1799,NY,https://www.zillow.com/homedetails/6425-New-Taylor-Rd-Orchard-Park-NY-14127/30370814_zpid/
145 E Maplemere Rd,Williamsville,189900,53,3.0,2.0,1931,NY,https://www.zillow.com/homedetails/145-E-Maplemere-Rd-Williamsville-NY-14221/30248445_zpid/
20 Park Hill Pl,YONKERS,500000,111,6.0,3.0,2644,NY,https://www.zillow.com/homedetails/20-Park-Hill-Pl-Yonkers-NY-10705/32985181_zpid/
834 Fifth Avenue 7/8a # 7/8A,New York,68000000,89,7.0,10.0,12000,NY,https://www.zillow.com/homedetails/834-Fifth-Avenue-7-8a-7-8A-New-York-NY-10065/2092014450_zpid/
3047 Whitehaven Rd,GRAND ISLAND,269900,70,4.0,3.0,2352,NY,https://www.zillow.com/homedetails/3047-Whitehaven-Rd-Grand-Island-NY-14072/30330948_zpid/
52 Shearer Ave,EAST AURORA,152000,69,3.0,1.0,1904,NY,https://www.zillow.com/homedetails/52-Shearer-Ave-East-Aurora-NY-14052/30268507_zpid/
