address,city,price(USD),age,bds,ba,sqft,state,url
2613 Forest St,MAPLEWOOD,259900,36,4.0,2.0,2288,MN,https://www.zillow.com/homedetails/2613-Forest-St-Maplewood-MN-55109/2063923_zpid/
4209 2nd St NW,ROCHESTER,239900,36,5.0,2.0,2206,MN,https://www.zillow.com/homedetails/4209-2nd-St-NW-Rochester-MN-55901/91476508_zpid/
661 Surrey Ave,SAINT PAUL,129900,94,2.0,2.0,1225,MN,https://www.zillow.com/homedetails/661-Surrey-Ave-Saint-Paul-MN-55106/2145425_zpid/
976 Cook Ave E,SAINT PAUL,165000,90,2.0,2.0,988,MN,https://www.zillow.com/homedetails/976-Cook-Ave-E-Saint-Paul-MN-55106/2134380_zpid/
1345 Juneau Ln N,Plymouth,395000,109,2.0,2.0,1949,MN,https://www.zillow.com/homedetails/1345-Juneau-Ln-N-Plymouth-MN-55447/1955351_zpid/
3852 Vandan Rd,MINNETONKA,399900,55,4.0,3.0,2121,MN,https://www.zillow.com/homedetails/3852-Vandan-Rd-Minnetonka-MN-55345/1889865_zpid/
1084 Jackson St,Saint Paul,179900,72,3.0,2.0,1328,MN,https://www.zillow.com/homedetails/1084-Jackson-St-Saint-Paul-MN-55117/2140369_zpid/
4608 Vincent Ave S,MINNEAPOLIS,739900,8,4.0,4.0,2450,MN,https://www.zillow.com/homedetails/4608-Vincent-Ave-S-Minneapolis-MN-55410/1846919_zpid/
4049 12th Ave S,MINNEAPOLIS,279900,14,3.0,2.0,2160,MN,https://www.zillow.com/homedetails/4049-12th-Ave-S-Minneapolis-MN-55407/1790500_zpid/
6291 Blue Jay Cir,EXCELSIOR,399900,61,4.0,2.0,2392,MN,https://www.zillow.com/homedetails/6291-Blue-Jay-Cir-Excelsior-MN-55331/1573028_zpid/
3918 SW Harbor Dr,LEES SUMMIT,179900,43,4.0,3.0,3211,MO,https://www.zillow.com/homedetails/3918-SW-Harbor-Dr-Lees-Summit-MO-64082/2480592_zpid/
3319 Cleveland Ave,KANSAS CITY,60000,96,4.0,3.0,1732,MO,https://www.zillow.com/homedetails/3319-Cleveland-Ave-Kansas-City-MO-64128/2334093_zpid/
18255 Canyon Forest Ct,Chesterfield,7900,12,4.0,5.0,4706,MO,https://www.zillow.com/homedetails/18255-Canyon-Forest-Ct-Chesterfield-MO-63005/87733097_zpid/
1007 Enwood Ct,SAINT PETERS,210000,34,3.0,3.0,1203,MO,https://www.zillow.com/homedetails/1007-Enwood-Ct-Saint-Peters-MO-63376/2536864_zpid/
4132 Holmes St,KANSAS CITY,289000,110,4.0,3.0,2150,MO,https://www.zillow.com/homedetails/4132-Holmes-St-Kansas-City-MO-64110/2342468_zpid/
2342 Eagle Pines Dr,SAINT CHARLES,239900,21,3.0,3.0,1316,MO,https://www.zillow.com/homedetails/2342-Eagle-Pines-Dr-Saint-Charles-MO-63303/2557606_zpid/
302 Alberta Ln,WASHINGTON,135000,59,3.0,2.0,1428,MO,https://www.zillow.com/homedetails/302-Alberta-Ln-Washington-MO-63090/67506212_zpid/
11408 Manchester Rd,Saint Louis,197000,65,3.0,2.0,1556,MO,https://www.zillow.com/homedetails/11408-Manchester-Rd-Saint-Louis-MO-63122/2803459_zpid/
3700 Mill St,WENTZVILLE,80000,169,4.0,2.0,1980,MO,https://www.zillow.com/homedetails/3700-Mill-St-Wentzville-MO-63385/103700975_zpid/
1356 Green Elm Dr,Fenton,189900,46,3.0,2.0,2814,MO,https://www.zillow.com/homedetails/1356-Green-Elm-Dr-Fenton-MO-63026/2901047_zpid/
1412 N Countryshire Dr,COLUMBIA,299900,49,4.0,4.0,4727,MO,https://www.zillow.com/homedetails/1412-N-Countryshire-Dr-Columbia-MO-65202/58696866_zpid/
316 SE Ridgeview Dr,LEES SUMMIT,75000,51,3.0,2.0,1609,MO,https://www.zillow.com/homedetails/316-SE-Ridgeview-Dr-Lees-Summit-MO-64063/2454137_zpid/
721 Cheviot Ct,Saint Louis,239900,63,3.0,2.0,1536,MO,https://www.zillow.com/homedetails/721-Cheviot-Ct-Saint-Louis-MO-63122/2841443_zpid/
67 Chafford Woods,Saint Louis,345000,64,3.0,2.0,2152,MO,https://www.zillow.com/homedetails/67-Chafford-Woods-Saint-Louis-MO-63144/2772989_zpid/
1719 Deergrass Dr,SAINT CHARLES,218000,33,3.0,3.0,1380,MO,https://www.zillow.com/homedetails/1719-Deergrass-Dr-Saint-Charles-MO-63303/2532130_zpid/
4000 NE 80th Ter,KANSAS CITY,279000,14,4.0,3.0,2250,MO,https://www.zillow.com/homedetails/4000-NE-80th-Ter-Kansas-City-MO-64119/71155150_zpid/
1069 Mccausland Ave,Saint Louis,175000,107,4.0,3.0,1768,MO,https://www.zillow.com/homedetails/1069-Mccausland-Ave-Saint-Louis-MO-63117/2983882_zpid/
2218 Yale Ave,Saint Louis,175000,96,2.0,2.0,924,MO,https://www.zillow.com/homedetails/2218-Yale-Ave-Saint-Louis-MO-63143/2783612_zpid/
224 Crownridge Dr,Chesterfield,349900,56,4.0,3.0,2212,MO,https://www.zillow.com/homedetails/224-Crownridge-Dr-Chesterfield-MO-63017/2731740_zpid/
19 Edgemont Rd,SAINT PETERS,169000,43,3.0,2.0,1209,MO,https://www.zillow.com/homedetails/19-Edgemont-Rd-Saint-Peters-MO-63376/2537712_zpid/
1461 Glenlea Dr,Maryland Heights,224900,42,3.0,3.0,2368,MO,https://www.zillow.com/homedetails/1461-Glenlea-Dr-Maryland-Heights-MO-63043/2702025_zpid/
104 E 80th Ter,KANSAS CITY,185000,91,2.0,2.0,1132,MO,https://www.zillow.com/homedetails/104-E-80th-Ter-Kansas-City-MO-64114/2424885_zpid/
703 E 41st St,KANSAS CITY,169900,111,3.0,2.0,1553,MO,https://www.zillow.com/homedetails/703-E-41st-St-Kansas-City-MO-64110/2342408_zpid/
5223 Potomac St,Saint Louis,179900,70,3.0,2.0,1105,MO,https://www.zillow.com/homedetails/5223-Potomac-St-Saint-Louis-MO-63139/2986279_zpid/
7832 Kenridge Ln,Saint Louis,250000,70,4.0,3.0,1470,MO,https://www.zillow.com/homedetails/7832-Kenridge-Ln-Saint-Louis-MO-63119/2816960_zpid/
4128 Exeter Ave,Saint Louis,229900,91,3.0,2.0,1542,MO,https://www.zillow.com/homedetails/4128-Exeter-Ave-Saint-Louis-MO-63119/2795319_zpid/
12 Pinon Pine Ct,SAINT PETERS,194900,35,3.0,2.0,1350,MO,https://www.zillow.com/homedetails/12-Pinon-Pine-Ct-Saint-Peters-MO-63376/2536335_zpid/
8334 Marty Martin Rd,HILLSBORO,139900,14,3.0,2.0,1740,MO,https://www.zillow.com/homedetails/8334-Marty-Martin-Rd-Hillsboro-MO-63050/49722610_zpid/
7304 N Granby Ave,Kansas City,185000,39,4.0,3.0,1440,MO,https://www.zillow.com/homedetails/7304-N-Granby-Ave-Kansas-City-MO-64151/2491005_zpid/
12 Kingston Manor Dr,Saint Louis,679900,64,5.0,3.0,2225,MO,https://www.zillow.com/homedetails/12-Kingston-Manor-Dr-Saint-Louis-MO-63124/2751665_zpid/
5907 Pennbrooke Dr,Saint Louis,239900,27,4.0,4.0,1816,MO,https://www.zillow.com/homedetails/5907-Pennbrooke-Dr-Saint-Louis-MO-63129/2928044_zpid/
1301 E 76th St,KANSAS CITY,85000,88,4.0,2.0,1565,MO,https://www.zillow.com/homedetails/1301-E-76th-St-Kansas-City-MO-64131/2422562_zpid/
6723 Glades Ave,SAINT LOUIS,124999,96,3.0,1.0,980,MO,https://www.zillow.com/homedetails/6723-Glades-Ave-Saint-Louis-MO-63139/2984547_zpid/
5320 S Hazel Dr,Springfield,319900,15,4.0,3.0,2526,MO,https://www.zillow.com/homedetails/5320-S-Hazel-Dr-Springfield-MO-65810/66816691_zpid/
74 Wedgewood Rd,ELDON,67900,20,4.0,2.0,1805,MO,https://www.zillow.com/homedetails/74-Wedgewood-Rd-Eldon-MO-65026/126831900_zpid/
870 Hollyridge Dr,Ballwin,280000,50,4.0,3.0,2742,MO,https://www.zillow.com/homedetails/870-Hollyridge-Dr-Ballwin-MO-63011/2791290_zpid/
7318 N Euclid Ave,Gladstone,160000,51,3.0,2.0,2064,MO,https://www.zillow.com/homedetails/7318-N-Euclid-Ave-Gladstone-MO-64118/66417088_zpid/
528 NE Wood Ct,BLUE SPRINGS,185000,28,3.0,3.0,1614,MO,https://www.zillow.com/homedetails/528-NE-Wood-Ct-Blue-Springs-MO-64014/2385572_zpid/
43 Stacy Dr,Picayune,140000,19,3.0,4.0,2387,MS,https://www.zillow.com/homedetails/43-Stacy-Dr-Picayune-MS-39466/110959891_zpid/
8875 Germantown Rd,OLIVE BRANCH,218000,45,5.0,3.0,3034,MS,https://www.zillow.com/homedetails/8875-Germantown-Rd-Olive-Branch-MS-38654/89324330_zpid/
7 Myrtle Dr,HATTIESBURG,155000,15,3.0,2.0,1527,MS,https://www.zillow.com/homedetails/7-Myrtle-Dr-Hattiesburg-MS-39402/78047690_zpid/
15392 Three Rivers Rd,Biloxi,69900,19,3.0,2.0,1447,MS,https://www.zillow.com/homedetails/15392-Three-Rivers-Rd-Biloxi-MS-39532/77967543_zpid/
5786 Morganton Dr,OLIVE BRANCH,194900,22,4.0,3.0,1933,MS,https://www.zillow.com/homedetails/5786-Morganton-Dr-Olive-Branch-MS-38654/89327800_zpid/
1703 Valley View Dr,Tupelo,165900,24,4.0,3.0,2395,MS,https://www.zillow.com/homedetails/1703-Valley-View-Dr-Tupelo-MS-38801/78049511_zpid/
429 Hope St,Biloxi,110000,11,3.0,2.0,1392,MS,https://www.zillow.com/homedetails/429-Hope-St-Biloxi-MS-39530/94857531_zpid/
1567 Southern Ridge Trl,OLIVE BRANCH,315000,7,5.0,3.0,2685,MS,https://www.zillow.com/homedetails/1567-Southern-Ridge-Trl-Olive-Branch-MS-38654/110577611_zpid/
1620 19th Ave,Gulfport,290000,79,4.0,3.0,4050,MS,https://www.zillow.com/homedetails/1620-19th-Ave-Gulfport-MS-39501/77988843_zpid/
7640 Alexander Rd,OLIVE BRANCH,175000,22,3.0,2.0,1663,MS,https://www.zillow.com/homedetails/7640-Alexander-Rd-Olive-Branch-MS-38654/89255034_zpid/
1710 Waycona Dr,Jackson,37900,50,4.0,3.0,1983,MS,https://www.zillow.com/homedetails/1710-Waycona-Dr-Jackson-MS-39204/3066608_zpid/
703 N 2nd Ave,Laurel,86000,94,4.0,2.0,1862,MS,https://www.zillow.com/homedetails/703-N-2nd-Ave-Laurel-MS-39440/216743194_zpid/
8456 Cross Point Dr,OLIVE BRANCH,145000,17,3.0,2.0,1346,MS,https://www.zillow.com/homedetails/8456-Cross-Point-Dr-Olive-Branch-MS-38654/89311774_zpid/
4029 Victoria Dr,NESBIT,199900,41,4.0,3.0,2400,MS,https://www.zillow.com/homedetails/4029-Victoria-Dr-Nesbit-MS-38651/89298420_zpid/
1210 Iola Rd,OCEAN SPRINGS,349711,51,3.0,3.0,3712,MS,https://www.zillow.com/homedetails/1210-Iola-Rd-Ocean-Springs-MS-39564/84623783_zpid/
1054 N 1st Ave,Laurel,29000,119,3.0,2.0,1422,MS,https://www.zillow.com/homedetails/1054-N-1st-Ave-Laurel-MS-39440/78026169_zpid/
16376 Landon Rd,Gulfport,145000,12,4.0,3.0,2737,MS,https://www.zillow.com/homedetails/16376-Landon-Rd-Gulfport-MS-39503/2096710151_zpid/
2271 Club Moss Cir,Biloxi,185000,21,4.0,3.0,2000,MS,https://www.zillow.com/homedetails/2271-Club-Moss-Cir-Biloxi-MS-39532/77956019_zpid/
258 J C Bryant Rd,HATTIESBURG,148900,21,3.0,2.0,1580,MS,https://www.zillow.com/homedetails/258-J-C-Bryant-Rd-Hattiesburg-MS-39401/77931352_zpid/
598 Hampton Trl,Hamilton,27500000,19,12.0,23.0,25000,MT,https://www.zillow.com/homedetails/598-Hampton-Trl-Hamilton-MT-59840/230850202_zpid/
307 Northern Lights Blvd,Whitefish,14200000,13,7.0,10.0,14958,MT,https://www.zillow.com/homedetails/307-Northern-Lights-Blvd-Whitefish-MT-59937/212886236_zpid/
84 Wild Horse Ranch Ln,FORSYTH,80000,25,2.0,1.0,800,MT,https://www.zillow.com/homedetails/84-Wild-Horse-Ranch-Ln-Forsyth-MT-59327/116523780_zpid/
485 Nixon Peak Rd,Bozeman,699900,34,4.0,3.0,2720,MT,https://www.zillow.com/homedetails/485-Nixon-Peak-Rd-Bozeman-MT-59715/212928802_zpid/
Eagles Rst,Bigfork,11500000,16,5.0,8.0,14478,MT,https://www.zillow.com/homedetails/Eagles-Rst-Bigfork-MT-59911/2090319265_zpid/
391 Pioneer Road,Three Forks,89900,7,,1.0,384,MT,https://www.zillow.com/homedetails/391-Pioneer-Road-Three-Forks-MT-59752/2090908148_zpid/
4079 Stevensville River Rd,Stevensville,300000,40,3.0,3.0,2632,MT,https://www.zillow.com/homedetails/4079-Stevensville-River-Rd-Stevensville-MT-59870/230855828_zpid/
5507 Mcchesney Dr,CHARLOTTE,334750,22,4.0,3.0,2956,NC,https://www.zillow.com/homedetails/5507-Mcchesney-Dr-Charlotte-NC-28269/6148178_zpid/
116 Ulverston Dr,Holly Springs,498460,5,5.0,6.0,4178,NC,https://www.zillow.com/homedetails/116-Ulverston-Dr-Holly-Springs-NC-27540/122280363_zpid/
5500 Twin Brook Dr,CHARLOTTE,211150,11,4.0,3.0,2940,NC,https://www.zillow.com/homedetails/5500-Twin-Brook-Dr-Charlotte-NC-28269/89697484_zpid/
128 Morena Dr,Holly Springs,268830,21,4.0,3.0,1916,NC,https://www.zillow.com/homedetails/128-Morena-Dr-Holly-Springs-NC-27540/6564495_zpid/
810 Grand Provincial Ave,Matthews,551749,15,4.0,4.0,3983,NC,https://www.zillow.com/homedetails/810-Grand-Provincial-Ave-Matthews-NC-28105/65049794_zpid/
104 Shadow Mist Ct,Apex,552080,7,6.0,4.0,5402,NC,https://www.zillow.com/homedetails/104-Shadow-Mist-Ct-Apex-NC-27539/118202442_zpid/
9020 Blueshot Ct,CHARLOTTE,235870,22,4.0,3.0,1848,NC,https://www.zillow.com/homedetails/9020-Blueshot-Ct-Charlotte-NC-28273/6285884_zpid/
9000 Linslade Way,Wake Forest,358530,12,4.0,3.0,3049,NC,https://www.zillow.com/homedetails/9000-Linslade-Way-Wake-Forest-NC-27587/82677621_zpid/
1005 Tulip Grove Ln,Wake Forest,224540,19,3.0,3.0,1616,NC,https://www.zillow.com/homedetails/1005-Tulip-Grove-Ln-Wake-Forest-NC-27587/60539735_zpid/
1400 Alpine Creek Dr,RALEIGH,6500000,20,7.0,12.0,18398,NC,https://www.zillow.com/homedetails/1400-Alpine-Creek-Dr-Raleigh-NC-27614/80205877_zpid/
3919 Faith Church Rd,Indian Trail,243320,20,3.0,3.0,1793,NC,https://www.zillow.com/homedetails/3919-Faith-Church-Rd-Indian-Trail-NC-28079/51465926_zpid/
2033 Gloucester St,Weddington,454230,7,4.0,3.0,2924,NC,https://www.zillow.com/homedetails/2033-Gloucester-St-Weddington-NC-28104/89702238_zpid/
303 S Brandon Way,Jacksonville,133000,10,4.0,3.0,2279,NC,https://www.zillow.com/homedetails/303-S-Brandon-Way-Jacksonville-NC-28540/2136321166_zpid/
564 Wildwood Acres Rd,FRANKLIN,100000,28,3.0,3.0,3304,NC,https://www.zillow.com/homedetails/564-Wildwood-Acres-Rd-Franklin-NC-28734/65636278_zpid/
3820 Moncacy Dr,RALEIGH,200000,12,3.0,3.0,1868,NC,https://www.zillow.com/homedetails/3820-Moncacy-Dr-Raleigh-NC-27610/81436827_zpid/
1849 Kirby Rd,LILESVILLE,63000,74,4.0,5.0,3120,NC,https://www.zillow.com/homedetails/1849-Kirby-Rd-Lilesville-NC-28091/88860099_zpid/
6205 Castlecove Rd,Charlotte,361530,13,4.0,5.0,4592,NC,https://www.zillow.com/homedetails/6205-Castlecove-Rd-Charlotte-NC-28278/80455519_zpid/
6955 Wadsworth Pl,FAYETTEVILLE,79300,33,3.0,3.0,1534,NC,https://www.zillow.com/homedetails/6955-Wadsworth-Pl-Fayetteville-NC-28314/53708558_zpid/
24 Browntown Rd,Asheville,10750000,13,5.0,8.5,16221,NC,https://www.zillow.com/homedetails/24-Browntown-Rd-Asheville-NC-28803/5611518_zpid/
1842 Southwind Dr,CHARLOTTE,189900,18,4.0,3.0,2264,NC,https://www.zillow.com/homedetails/1842-Southwind-Dr-Charlotte-NC-28216/65006222_zpid/
12520 Ivey Creek Dr,Charlotte,255000,21,4.0,3.0,2356,NC,https://www.zillow.com/homedetails/12520-Ivey-Creek-Dr-Charlotte-NC-28273/54497246_zpid/
420 Williamsboro St,OXFORD,110000,132,3.0,3.0,4134,NC,https://www.zillow.com/homedetails/420-Williamsboro-St-Oxford-NC-27565/93025841_zpid/
4003 Stonehill Ln,MATTHEWS,452170,7,5.0,4.0,3339,NC,https://www.zillow.com/homedetails/4003-Stonehill-Ln-Matthews-NC-28104/80909910_zpid/
2209 Wide River Dr,RALEIGH,531480,12,6.0,6.0,4636,NC,https://www.zillow.com/homedetails/2209-Wide-River-Dr-Raleigh-NC-27614/79885861_zpid/
2216 Long And Winding Rd,RALEIGH,237500,26,3.0,3.0,1567,NC,https://www.zillow.com/homedetails/2216-Long-And-Winding-Rd-Raleigh-NC-27603/6518914_zpid/
1306 Pineview Dr,GARNER,125000,55,4.0,3.0,1919,NC,https://www.zillow.com/homedetails/1306-Pineview-Dr-Garner-NC-27529/6405164_zpid/
9416 Leyton Dr,HARRISBURG,429510,9,5.0,4.0,3331,NC,https://www.zillow.com/homedetails/9416-Leyton-Dr-Harrisburg-NC-28075/80200327_zpid/
9235 Sweetleaf Pl,CHARLOTTE,6200000,11,6.0,11.0,15621,NC,https://www.zillow.com/homedetails/9235-Sweetleaf-Pl-Charlotte-NC-28278/65057386_zpid/
1812 Lakepark Dr,RALEIGH,359000,43,3.0,3.0,2899,NC,https://www.zillow.com/homedetails/1812-Lakepark-Dr-Raleigh-NC-27612/6449937_zpid/
1924 E 3rd St,Winston Salem,29500,94,4.0,2.0,1501,NC,https://www.zillow.com/homedetails/1924-E-3rd-St-Winston-Salem-NC-27101/2086248935_zpid/
6320 Deep Forest Ln,CHARLOTTE,199000,39,4.0,3.0,2085,NC,https://www.zillow.com/homedetails/6320-Deep-Forest-Ln-Charlotte-NC-28214/6171024_zpid/
4609 Draper Rd,RALEIGH,145000,33,2.0,1.0,1007,NC,https://www.zillow.com/homedetails/4609-Draper-Rd-Raleigh-NC-27616/6493447_zpid/
1332 Bethesda Rd,Lexington,124995,37,2.0,2.0,3080,NC,https://www.zillow.com/homedetails/1332-Bethesda-Rd-Lexington-NC-27295/245667466_zpid/
1 Fairmont Rd,Asheville,325000,99,4.0,4.0,2661,NC,https://www.zillow.com/homedetails/1-Fairmont-Rd-Asheville-NC-28804/5615546_zpid/
200 Elmhurst Rd,WILMINGTON,175000,30,6.0,3.0,2124,NC,https://www.zillow.com/homedetails/200-Elmhurst-Rd-Wilmington-NC-28411/54289079_zpid/
224 Woodlynn Dr,CHARLOTTE,169900,17,3.0,2.0,1100,NC,https://www.zillow.com/homedetails/224-Woodlynn-Dr-Charlotte-NC-28214/65019091_zpid/
2613 Overland Psge,Chapel Hill,300000,38,3.0,2.0,1531,NC,https://www.zillow.com/homedetails/2613-Overland-Psge-Chapel-Hill-NC-27516/50029783_zpid/
6108 Bramlette Ct,FUQUAY VARINA,219900,22,3.0,2.0,1531,NC,https://www.zillow.com/homedetails/6108-Bramlette-Ct-Fuquay-Varina-NC-27526/6560475_zpid/
8435 River Rd,WILMINGTON,259000,34,2.0,2.0,1300,NC,https://www.zillow.com/homedetails/8435-River-Rd-Wilmington-NC-28412/54346973_zpid/
719 W Main St,ALBEMARLE,150000,104,6.0,3.0,3742,NC,https://www.zillow.com/homedetails/719-W-Main-St-Albemarle-NC-28001/71396405_zpid/
635 Nc Highway 226 Rd,Casar,119900,15,4.0,3.0,3940,NC,https://www.zillow.com/homedetails/635-Nc-Highway-226-Rd-Casar-NC-28020/2085769550_zpid/
142 October Glory Dr,WALLACE,125000,12,3.0,3.0,3087,NC,https://www.zillow.com/homedetails/142-October-Glory-Dr-Wallace-NC-28466/102147058_zpid/
2027 Sam Wilson Rd,CHARLOTTE,279000,88,4.0,2.0,2497,NC,https://www.zillow.com/homedetails/2027-Sam-Wilson-Rd-Charlotte-NC-28214/6169934_zpid/
1624 Morning Mountain Rd,RALEIGH,5500000,15,4.0,9.0,10149,NC,https://www.zillow.com/homedetails/1624-Morning-Mountain-Rd-Raleigh-NC-27614/6524853_zpid/
2209 Wilcox Dr,Greensboro,140000,15,3.0,3.0,1496,NC,https://www.zillow.com/homedetails/2209-Wilcox-Dr-Greensboro-NC-27405/71210947_zpid/
168 Broad Sound Pl,Mooresville,6995000,16,6.0,10.0,9789,NC,https://www.zillow.com/homedetails/168-Broad-Sound-Pl-Mooresville-NC-28117/251103257_zpid/
9100 Shrewsbury Dr,WAXHAW,510880,15,6.0,4.0,4190,NC,https://www.zillow.com/homedetails/9100-Shrewsbury-Dr-Waxhaw-NC-28173/61793006_zpid/
219 Merrimon Ave # 7QC9HZ,Asheville,254087,0,3.0,2.0,2543,NC,https://www.zillow.com/community/asheville/2090709066_zpid/
2131 Cedar Creek Rd,Lake Lure,169500,14,3.0,2.0,1620,NC,https://www.zillow.com/homedetails/2131-Cedar-Creek-Rd-Lake-Lure-NC-28746/102140335_zpid/
3925 Falmouth Dr,RALEIGH,179900,41,3.0,3.0,1639,NC,https://www.zillow.com/homedetails/3925-Falmouth-Dr-Raleigh-NC-27604/6451408_zpid/
7517 Morrocroft Farms Ln,CHARLOTTE,3999995,24,7.0,9.0,8190,NC,https://www.zillow.com/homedetails/7517-Morrocroft-Farms-Ln-Charlotte-NC-28211/6269240_zpid/
5505 Cornwallis Rd,GARNER,179900,24,3.0,2.0,1302,NC,https://www.zillow.com/homedetails/5505-Cornwallis-Rd-Garner-NC-27529/69120900_zpid/
450 Highland Rd,MURPHY,179000,41,3.0,2.0,1089,NC,https://www.zillow.com/homedetails/450-Highland-Rd-Murphy-NC-28906/106955906_zpid/
14901 Majestic Oak Dr,Charlotte,400000,23,4.0,5.0,5784,NC,https://www.zillow.com/homedetails/14901-Majestic-Oak-Dr-Charlotte-NC-28278/6306348_zpid/
9818 Back Acre Dr,CHARLOTTE,285000,12,5.0,3.0,2976,NC,https://www.zillow.com/homedetails/9818-Back-Acre-Dr-Charlotte-NC-28213/65022477_zpid/
2723 Creekbed Ln,CHARLOTTE,270000,41,4.0,2.5,1934,NC,https://www.zillow.com/homedetails/2723-Creekbed-Ln-Charlotte-NC-28210/6261389_zpid/
7904 Round Oak Rd,Raleigh,170000,33,4.0,2.0,1356,NC,https://www.zillow.com/homedetails/7904-Round-Oak-Rd-Raleigh-NC-27616/6488716_zpid/
603 N Driver St,DURHAM,150000,69,2.0,1.0,1019,NC,https://www.zillow.com/homedetails/603-N-Driver-St-Durham-NC-27703/49975399_zpid/
9916 Daufuskie Dr,CHARLOTTE,388310,14,5.0,3.0,3546,NC,https://www.zillow.com/homedetails/9916-Daufuskie-Dr-Charlotte-NC-28278/80462421_zpid/
3715 Green Pasture Rd,CHARLOTTE,250000,12,5.0,3.0,2561,NC,https://www.zillow.com/homedetails/3715-Green-Pasture-Rd-Charlotte-NC-28269/80446889_zpid/
385 Harper Ave SW,LENOIR,45000,94,5.0,3.0,3237,NC,https://www.zillow.com/homedetails/385-Harper-Ave-SW-Lenoir-NC-28645/92556986_zpid/
12721 Newstead Rd,Huntersville,217500,26,3.0,2.0,1300,NC,https://www.zillow.com/homedetails/12721-Newstead-Rd-Huntersville-NC-28078/6137175_zpid/
5127 Orange Grove Road,Hillsborough,375000,30,3.0,4.0,2902,NC,https://www.zillow.com/homedetails/5127-Orange-Grove-Road-Hillsborough-NC-27278/2103215479_zpid/
98 Cedar Rd,HICKORY,149900,34,3.0,2.0,1902,NC,https://www.zillow.com/homedetails/98-Cedar-Rd-Hickory-NC-28601/106929445_zpid/
4021 Copperfield Ct S,FARGO,225000,26,5.0,3.0,3129,ND,https://www.zillow.com/homedetails/4021-Copperfield-Ct-S-Fargo-ND-58104/66535645_zpid/
3842 10th St N,FARGO,179900,28,4.0,2.0,1880,ND,https://www.zillow.com/homedetails/3842-10th-St-N-Fargo-ND-58102/66544793_zpid/
5733 20th St S,FARGO,185000,19,3.0,2.0,1448,ND,https://www.zillow.com/homedetails/5733-20th-St-S-Fargo-ND-58104/66549868_zpid/
2831 23rd St S,FARGO,299900,39,5.0,3.0,3366,ND,https://www.zillow.com/homedetails/2831-23rd-St-S-Fargo-ND-58103/66885669_zpid/
822 12th Ave E,WEST FARGO,219900,40,5.0,2.0,2400,ND,https://www.zillow.com/homedetails/822-12th-Ave-E-West-Fargo-ND-58078/66559151_zpid/
5722 S 185th St,OMAHA,315000,38,4.0,3.0,2241,NE,https://www.zillow.com/homedetails/5722-S-185th-St-Omaha-NE-68135/75842399_zpid/
811 N 43rd St,OMAHA,160000,121,4.0,2.0,1596,NE,https://www.zillow.com/homedetails/811-N-43rd-St-Omaha-NE-68131/75778801_zpid/
5040 La Salle St,Lincoln,235000,39,3.0,4.0,1760,NE,https://www.zillow.com/homedetails/5040-La-Salle-St-Lincoln-NE-68516/6595861_zpid/
12801 Josephine St,OMAHA,179900,31,3.0,2.0,1503,NE,https://www.zillow.com/homedetails/12801-Josephine-St-Omaha-NE-68138/58584956_zpid/
8049 Lowell Ave,Lincoln,235000,33,4.0,3.0,1276,NE,https://www.zillow.com/homedetails/8049-Lowell-Ave-Lincoln-NE-68506/6590330_zpid/
4105 S 173rd St,Omaha,325000,26,5.0,4.0,3195,NE,https://www.zillow.com/homedetails/4105-S-173rd-St-Omaha-NE-68135/75804801_zpid/
4643 Farnam St,OMAHA,235000,132,3.0,2.0,1718,NE,https://www.zillow.com/homedetails/4643-Farnam-St-Omaha-NE-68132/75786217_zpid/
5112 Underwood Ave,OMAHA,350000,111,3.0,2.0,2363,NE,https://www.zillow.com/homedetails/5112-Underwood-Ave-Omaha-NE-68132/75875344_zpid/
2354 Calumet Ct,Lincoln,255900,97,4.0,2.0,1912,NE,https://www.zillow.com/homedetails/2354-Calumet-Ct-Lincoln-NE-68502/6625251_zpid/
2722 S 48th St,OMAHA,160000,57,3.0,2.0,2224,NE,https://www.zillow.com/homedetails/2722-S-48th-St-Omaha-NE-68106/75780900_zpid/
3621 S 35th St,Lincoln,224900,50,4.0,3.0,2800,NE,https://www.zillow.com/homedetails/3621-S-35th-St-Lincoln-NE-68506/6593995_zpid/
7031 S 31st Pl,Lincoln,229900,25,3.0,3.0,1681,NE,https://www.zillow.com/homedetails/7031-S-31st-Pl-Lincoln-NE-68516/6601956_zpid/
25 Baltimore Rd,Nashua,128900,19,3.0,2.0,1766,NH,https://www.zillow.com/homedetails/25-Baltimore-Rd-Nashua-NH-03062/74294424_zpid/
127 Bog Rd,Hillsborough,52500,42,3.0,2.0,1762,NH,https://www.zillow.com/homedetails/127-Bog-Rd-Hillsborough-NH-03244/74332242_zpid/
3312 State Route 114 Rte,Warner,185000,79,2.0,1.0,1307,NH,https://www.zillow.com/homedetails/3312-State-Route-114-Rte-Warner-NH-03221/2085571588_zpid/
27 Ackerman St,Salem,329900,54,3.0,2.0,1932,NH,https://www.zillow.com/homedetails/27-Ackerman-St-Salem-NH-03079/86787518_zpid/
39 Crown Point Rd,ROCHESTER,223288,62,3.0,3.0,2484,NH,https://www.zillow.com/homedetails/39-Crown-Point-Rd-Rochester-NH-03867/86860986_zpid/
41 Old Auburn Rd,Derry,254900,33,3.0,2.0,1275,NH,https://www.zillow.com/homedetails/41-Old-Auburn-Rd-Derry-NH-03038/86790725_zpid/
